"","score_threshold_RLCP","score_threshold_calLCP","score_threshold_baseLCP","score_threshold_RLCP","score_threshold_calLCP","score_threshold_baseLCP"
"1",-1.01403807247695,-1.04372671796217,-1.02402338029946,-1.98548872180236,-1.95580007631714,-1.97550341397985
"2",-1.00751264189144,-1.037358426725,-1.01727145863489,-1.98201300988648,-1.95216722505292,-1.97225419314303
"3",-1.00096940220671,-1.03098017719853,-1.01052431973352,-1.97855510706982,-1.94854433207801,-1.96900018954302
"4",-0.994478411650082,-1.02457984405666,-1.00378270814883,-1.97504495512507,-1.9449435227185,-1.96574065862632
"5",-0.988109728448874,-1.01814530197328,-0.997047368434312,-1.9714124958249,-1.94137692230049,-1.96247485583946
"6",-0.981909884390458,-1.01166782208207,-0.990317749728826,-1.96761119738193,-1.93785325969031,-1.95920333204356
"7",-0.975831305502401,-1.00515226135586,-0.983588119512698,-1.9636886337686,-1.93436767791515,-1.9559318197583
"8",-0.969802891372321,-0.998606873227223,-0.976851449851619,-1.9597159053973,-1.9309119235424,-1.952667346918
"9",-0.963753541587835,-0.992039911128766,-0.970100712811281,-1.9557641126804,-1.92747774313947,-1.94941694145695
"10",-0.957612155736561,-0.985459628493085,-0.963328880457375,-1.95190435603029,-1.92405688327377,-1.94618763130948
"11",-0.951339257334643,-0.978872815174767,-0.956531579536049,-1.94817611193082,-1.9206425540907,-1.94298378972942
"12",-0.945021865612326,-0.97228040671638,-0.94971505551527,-1.94449236115176,-1.9172338200477,-1.93979917124881
"13",-0.938778623728384,-0.965681875082487,-0.942888208543464,-1.94073446053431,-1.91383120918021,-1.93662487571923
"14",-0.932728174841588,-0.959076692237648,-0.936059938769054,-1.93678376691973,-1.91043524952367,-1.93345200299226
"15",-0.926989162110711,-0.952464330146426,-0.929239146340463,-1.93252163714922,-1.9070464691135,-1.93027165291947
"16",-0.921636344963742,-0.945844915176635,-0.922432336535629,-1.9278733117948,-1.90366474158191,-1.92707732022292
"17",-0.916568947905533,-0.939221191309108,-0.91563643515054,-1.92293956635163,-1.90028732294805,-1.92387207910662
"18",-0.911642311710155,-0.932596556927927,-0.908845973110696,-1.91786506004562,-1.89691081482785,-1.92066139864508
"19",-0.906711777151675,-0.925974410417178,-0.902055481341599,-1.91279445210272,-1.89353181883721,-1.91745074791279
"20",-0.901632685004162,-0.919358150160944,-0.89525949076875,-1.90787240174885,-1.89014693659206,-1.91424559598426
"21",-0.896273433860536,-0.912750011363777,-0.888454600393176,-1.90323051039109,-1.88675393288785,-1.91104934385845
"22",-0.890554653589113,-0.906147576512102,-0.881645681518006,-1.89894814816113,-1.88335522523814,-1.90785712023223
"23",-0.884410031877058,-0.89954726491281,-0.874839673521897,-1.8950916273718,-1.87995439433605,-1.90466198572696
"24",-0.877773256411538,-0.892945495872792,-0.868043515783503,-1.89172726033593,-1.87655502087468,-1.90145700096397
"25",-0.870578014879716,-0.886338688698941,-0.861264147681481,-1.88892135936637,-1.87316068554715,-1.89823522656461
"26",-0.862824030062459,-0.879723613126087,-0.854506129248498,-1.88667420168225,-1.86977461861862,-1.89499210249621
"27",-0.854775165115419,-0.873098440600823,-0.847764503133266,-1.8847219241279,-1.8663986486425,-1.89173258611005
"28",-0.846761318287949,-0.866461692997677,-0.841031932638508,-1.88273462845399,-1.86303425374426,-1.88846401410343
"29",-0.8391123878294,-0.85981189219118,-0.834301081066948,-1.88038241641115,-1.85968291204937,-1.8851937231736
