"","score_threshold_RLCP","score_threshold_calLCP","score_threshold_baseLCP","score_threshold_RLCP","score_threshold_calLCP","score_threshold_baseLCP"
"1",0.392016521787258,1.87540433346006,0.939096501192927,-3.38454706166856,-4.86793487334136,-3.93162704107423
"2",0.391910449294192,1.88139833202047,0.923565449743494,-3.37444937966818,-4.86393726239446,-3.90610438011748
"3",0.392408261923296,1.8873845855799,0.911263940412107,-3.36495558278997,-4.85993190644657,-3.88381126127878
"4",0.392341195212919,1.8934322829087,0.900347918110622,-3.35489690657228,-4.85598799426807,-3.86290362946998
"5",0.390540484701411,1.89961061277726,0.888973327750889,-3.34310458655346,-4.85217471462931,-3.84153742960294
"6",0.386011539767896,1.90591753559651,0.875694512486349,-3.32858403211263,-4.84849002794124,-3.81826700483108
"7",0.37845646515459,1.91206609833977,0.860659408436784,-3.31103734799201,-4.84464698117719,-3.79324029127421
"8",0.367751539444484,1.91769811962095,0.844414349963565,-3.29034081277459,-4.84028739295106,-3.76700362329367
"9",0.353773041220568,1.92245541805397,0.827505671428058,-3.26637070504336,-4.83505308187676,-3.74010333525085
"10",0.336397249065833,1.92597981225272,0.810479707191634,-3.23900330338132,-4.8285858665682,-3.71308576150712
"11",0.315794776707884,1.92789574774999,0.794007929309982,-3.20840922151605,-4.82051019255816,-3.68662237411815
"12",0.293313578452798,1.92775817775402,0.779262360616083,-3.17593641375366,-4.81038101305488,-3.66188519591694
"13",0.270595943751267,1.92510468239192,0.767540161637236,-3.14322716954481,-4.79773590818546,-3.64017138743078
"14",0.249284162053984,1.9194728417908,0.760138492900745,-3.11192377834021,-4.78211245807703,-3.62277810918698
"15",0.231020522811639,1.91040023607778,0.75835451493391,-3.08366852959056,-4.7630482428567,-3.61100252171283
"16",0.217162654875222,1.8976763696024,0.762657741592606,-3.05981905214683,-4.740332766874,-3.60531413886421
"17",0.207929544696897,1.8820984436039,0.770207100047004,-3.04059433246119,-4.71476323136819,-3.60287188781129
