"","V1","V2","V3","V4","V5","V6"
"1",-0.91773993226955,-0.942856930004231,-0.919132073195361,-2.07691540373429,-2.0517984059996,-2.07552326280847
"2",-0.913096692703444,-0.936707620162483,-0.912777035571833,-2.07157759026561,-2.04796666280658,-2.07189724739723
"3",-0.908466912785583,-0.930560985900706,-0.906428700501382,-2.0662263171487,-2.04413224403358,-2.0682645294329
"4",-0.903768934140758,-0.924422190366622,-0.900089696145448,-2.06094324275875,-2.04028998653289,-2.06462248075406
"5",-0.898921098393761,-0.918296396707953,-0.89376265066547,-2.05581002547097,-2.03643472715678,-2.06096847319926
"6",-0.893861718756856,-0.912186962693438,-0.887449873876638,-2.0508883520731,-2.03256310813652,-2.05730019695332
"7",-0.888608994792207,-0.906090024575866,-0.881152402209139,-2.04616002300297,-2.02867899321931,-2.05361661558604
"8",-0.88320109764945,-0.899999913229043,-0.874870953746911,-2.04158686711095,-2.02478805153136,-2.04991701101349
"9",-0.877676198478225,-0.893910959526772,-0.86860624657389,-2.0371307132474,-2.02089595219886,-2.04620066515174
"10",-0.872072468428167,-0.887817494342858,-0.862358998774014,-2.03275339026268,-2.01700836434799,-2.04246685991684
"11",-0.866419292342723,-0.881714633343117,-0.856128569281514,-2.02842551331335,-2.01313017231296,-2.03871623637456
"12",-0.860710909840571,-0.875600631361411,-0.849908880431795,-2.02415284278073,-2.00926312125989,-2.0349548721895
"13",-0.854932774234196,-0.86947452802361,-0.843692495410557,-2.01994992535233,-2.00540817156291,-2.03119020417597
"14",-0.849070338836084,-0.863335362955588,-0.8374719774035,-2.01583130771566,-2.00156628359616,-2.02742966914825
"15",-0.84310905695872,-0.857182175783216,-0.831239889596322,-2.01181153655825,-1.99773841773375,-2.02368070392065
"16",-0.837039471590161,-0.851015160843104,-0.824990958315179,-2.00790006889203,-1.99392437963909,-2.01994858216701
"17",-0.830872484420751,-0.844839131314804,-0.818728562448048,-2.00408600302666,-1.99011935613261,-2.01622992499937
"18",-0.824624086816404,-0.838660055088607,-0.812458244023361,-2.00035334759624,-1.98631737932403,-2.01251919038928
"19",-0.818310270143032,-0.832483900054803,-0.80618554506955,-1.99668611123483,-1.98251248132306,-2.00881083630831
"20",-0.811947025766552,-0.82631663410368,-0.799916007615049,-1.99306830257654,-1.97869869423941,-2.00509932072804
"21",-0.805551369581217,-0.820162662661474,-0.793654844194784,-1.98948290572709,-1.97487161264684,-2.00137943111353
"22",-0.799144415594649,-0.814020141298192,-0.787405949369662,-1.98590880667889,-1.97103308097534,-1.99764727290387
"23",-0.792748302342811,-0.807885663119785,-0.781172888207086,-1.98232386689595,-1.96718650611897,-1.99389928103167
"24",-0.786385168361666,-0.801755821232205,-0.774959225774458,-1.97870594784232,-1.96333529497178,-1.99013189042952
"25",-0.780077152187175,-0.795627208741403,-0.768768527139179,-1.97503291098203,-1.9594828544278,-1.98634153603003
"26",-0.773850792290549,-0.78949735015229,-0.762601897916825,-1.97127821784388,-1.95563165998214,-1.9825271122176
"27",-0.767750226883982,-0.783367495565609,-0.75645060591566,-1.96739773021567,-1.95178046153404,-1.97869735118399
"28",-0.761823994114917,-0.777239826481061,-0.750303459492123,-1.96334290994996,-1.94792707758382,-1.97486344457275
"29",-0.756120632130795,-0.771116524398349,-0.744149267002652,-1.95906521889931,-1.94406932663175,-1.97103658402745
"30",-0.750688679079058,-0.764999770817175,-0.737976836803686,-1.95451611891627,-1.94020502717815,-1.96722796119164
"31",-0.745529555976867,-0.75889108591968,-0.731779349285419,-1.94969418898368,-1.93633265904087,-1.96344439567513
"32",-0.740456215320262,-0.752789344617768,-0.725567472973077,-1.94478647660551,-1.932453347308,-1.95967521895269
"33",-0.735234492475001,-0.746692760505782,-0.71935624842564,-1.94002714641599,-1.92856887838521,-1.95590539046536
"34",-0.729630222806842,-0.740599547178065,-0.713160716202088,-1.93565036304938,-1.92468103867815,-1.95211986965413
"35",-0.723483091893994,-0.734507568540849,-0.706992719009177,-1.93181644092745,-1.92079196428059,-1.94830681381226
"36",-0.716928186164468,-0.728413289747922,-0.700851308144754,-1.9283902936222,-1.91690519003874,-1.94446717164191
"37",-0.710174442258723,-0.722312826264961,-0.694732337054439,-1.92516298449317,-1.91302460048693,-1.94060508969745
"38",-0.70343079681722,-0.716202293557643,-0.688631659183851,-1.92192557689989,-1.90915408015947,-1.93672471453326
"39",-0.69690618648042,-0.710077807091643,-0.682545127978612,-1.91846913420192,-1.90529751359069,-1.93283019270372
