"","score_threshold_RLCP","score_threshold_calLCP","score_threshold_baseLCP","score_threshold_RLCP","score_threshold_calLCP","score_threshold_baseLCP"
"1",-0.347898637862214,-0.346635284983135,-0.441831080298187,-2.68600323830039,-2.68726659117947,-2.59207079586442
"2",-0.352407703550526,-0.347007770477823,-0.431525018154134,-2.67138683254984,-2.67678676562254,-2.59226951794623
"3",-0.356546046601252,-0.347189543419791,-0.42098350889751,-2.65714114943687,-2.66649765261833,-2.59270368714061
"4",-0.3603622296234,-0.346870332792114,-0.410286844867667,-2.64321762635248,-2.65670952318377,-2.59329301110821
"5",-0.363904815225979,-0.34573986757787,-0.399515318403951,-2.62956770068766,-2.64773264833577,-2.59395719750969
"6",-0.367075502163811,-0.343553502926363,-0.388750999316239,-2.61628967368759,-2.63981167292504,-2.59461417653516
"7",-0.369188533774975,-0.34032909865182,-0.378083067296509,-2.60406930201418,-2.63292873713734,-2.59517476849265
"8",-0.369411289543361,-0.336150140734693,-0.367602479507266,-2.59373920618356,-2.62700035499222,-2.59554801621965
"9",-0.366911148952861,-0.331100115155436,-0.357400193111016,-2.58613200671181,-2.62194304050924,-2.59564296255366
"10",-0.360855491487367,-0.325262507894502,-0.347567165270265,-2.58208032411507,-2.61767330770793,-2.59536865033217
"11",-0.350782200778449,-0.318726030472629,-0.33815063442933,-2.58204627476174,-2.61410244506756,-2.59467784111086
"12",-0.337711177048405,-0.311600296571682,-0.329022964159784,-2.58500995842954,-2.61112083890627,-2.59369817131817
"13",-0.32303282466721,-0.304000145413808,-0.320012799315012,-2.5895809707485,-2.6086136500019,-2.5926009961007
"14",-0.308137548004842,-0.296040416221157,-0.310948784748399,-2.59436890734862,-2.60646603913231,-2.59155767060507
"15",-0.294415751431275,-0.287835948215875,-0.30165956531333,-2.59798336385995,-2.60456316707535,-2.59073954997789
"16",-0.28292507286568,-0.279488947777673,-0.292008575115679,-2.5993667023633,-2.60280282745131,-2.5902832001133
"17",-0.27339208442399,-0.271051089916504,-0.28199840527128,-2.59879235074275,-2.60113334525024,-2.59018602989546
"18",-0.265210591771336,-0.262561416799883,-0.271666436148456,-2.59686650333316,-2.59951567830461,-2.59041065895604
"19",-0.257774400572844,-0.254058970595325,-0.261050048115529,-2.59419535446941,-2.59791078444693,-2.59091970692673
"20",-0.250477316493641,-0.245582793470343,-0.250186621540821,-2.59138509848637,-2.59627962150967,-2.59167579343919
"21",-0.242815408422672,-0.237159373075605,-0.239113413860997,-2.5889396664951,-2.59459570184217,-2.59264166105678
"22",-0.234693798144138,-0.228764978994379,-0.227867190786087,-2.58695393671139,-2.59288275586115,-2.59378054406944
"23",-0.226119870666057,-0.220363326293087,-0.216484595094463,-2.58542052412723,-2.5911770685002,-2.59505579969883
"24",-0.217101010996449,-0.211918130038148,-0.205002269564498,-2.5843320437346,-2.5895149246929,-2.59643078516655
"25",-0.207644604143329,-0.203393105295985,-0.193456856974562,-2.58368111052548,-2.58793260937282,-2.59786885769424
"26",-0.197752739423581,-0.1947548453071,-0.181890538303702,-2.58346563518298,-2.58646352929946,-2.59932783630286
"27",-0.18740632338954,-0.18598145600833,-0.170367647333658,-2.58370471115478,-2.58512957853599,-2.60074338721066
"28",-0.176580966902407,-0.177053921510595,-0.158958056046842,-2.58442272757967,-2.58394977297149,-2.60204563843524
"29",-0.165252280823382,-0.167953225924813,-0.147731636425669,-2.58564407359646,-2.58294312849503,-2.60316471799417
"30",-0.153395876013666,-0.158660353361906,-0.136758260452551,-2.58739313834393,-2.58212866099569,-2.60403075390505
"31",-0.14111236838922,-0.149181218907766,-0.126064694773762,-2.58956930590614,-2.58150045538759,-2.60461697952159
"32",-0.129002394085049,-0.139621461548176,-0.115505284691013,-2.59157194014807,-2.58095287268494,-2.6050690495421
"33",-0.11779159429092,-0.130111651243896,-0.104891270169879,-2.59267539987995,-2.58035534292698,-2.60557572400099
"34",-0.1082056101966,-0.120782357955682,-0.0940338911759301,-2.59215404391203,-2.57957729615295,-2.6063257629327
"35",-0.10072345342295,-0.111728064392829,-0.0827971839808474,-2.58952886062344,-2.57852424965356,-2.60745513006554
"36",-0.0948376173152025,-0.102898904258775,-0.0712563700807385,-2.58530735666894,-2.57724606972537,-2.60888860390341
"37",-0.0897939656496839,-0.0942089240054937,-0.0595394672778207,-2.58024366827222,-2.57582870991641,-2.61049816664408
"38",-0.0848383622027204,-0.0855721700849582,-0.047774493374309,-2.57509193165694,-2.5743581237747,-2.61215580048535
"39",-0.0792166707506389,-0.0769026889491431,-0.0360894661724206,-2.57060628304678,-2.57292026484828,-2.613733487625
"40",-0.0723572553093045,-0.0681229661662421,-0.0245891223459521,-2.56735835842587,-2.57159264756894,-2.61512649138923
"41",-0.0644184808527399,-0.059189243769332,-0.0132850740550293,-2.5651897928202,-2.5704190299036,-2.61632319961791
"42",-0.0557412125945055,-0.0500662029077087,-0.00216565233135771,-2.56375972101619,-2.56943473070299,-2.61733528127934
"43",-0.0466663157481634,-0.04071852473067,0.00878081179335548,-2.56272727780029,-2.56867506881778,-2.61817440534181
"44",-0.037534655527274,-0.0311108903875115,0.0195659872874048,-2.56175159795894,-2.5681753630987,-2.61885224077362
"45",-0.0286052286536052,-0.0212226695587265,0.0302078350788288,-2.56057368477036,-2.56795624386524,-2.6193867485028
"46",-0.019809557881746,-0.011091986049589,0.0407494839346528,-2.55926201547998,-2.56797958731214,-2.61982105729638
"47",-0.0109972974744929,-0.000771652196570463,0.0512403545816458,-2.55796693582499,-2.56819258110291,-2.62020458788113
"48",-0.0020181016946409,0.00968551966385951,0.0617298677465789,-2.5568387915426,-2.5685424129011,-2.62058676098382
"49",0.00727837519501358,0.0202267171952295,0.0722674441562213,-2.55602792837001,-2.56897627037023,-2.62101699733122
"50",0.017006122639362,0.0308013711110793,0.082887595218937,-2.55564833575212,-2.56944358422384,-2.6215298083317
"51",0.0271337049140396,0.0413678843249847,0.0935651950694605,-2.55566857796456,-2.5699027573755,-2.62210006811998
"52",0.0375933300023697,0.0518869028005326,0.104260208524121,-2.55602086299065,-2.57031443578881,-2.6226877415124
"53",0.0483172058876752,0.0623190725013096,0.114932600399247,-2.55663739881371,-2.57063926542734,-2.62325279332528
"54",0.0592375405532782,0.0726250393909015,0.125542335511167,-2.55745039341707,-2.57083789225469,-2.62375518837496
"55",0.0702655380743852,0.0827686889033072,0.13605619707689,-2.55837105087594,-2.57087420170486,-2.62416170987844
"56",0.0812283868937402,0.0927268643541783,0.146468241916155,-2.55922655963305,-2.57072503709349,-2.62446641465546
"57",0.0919322715459722,0.10247964852958,0.156779345249382,-2.55982310422304,-2.57037048120665,-2.62467017792645
"58",0.102183376565709,0.112007124215575,0.16699038229699,-2.55996686918053,-2.5697906168304,-2.62477387491182
"59",0.111787886487577,0.121289374198228,0.177102228279398,-2.55946403904016,-2.56896552675081,-2.62477838083198
"60",0.120620392469944,0.130322362686737,0.187114076863692,-2.55818920496029,-2.56789117517708,-2.62468288935403
"61",0.128829112166124,0.139165579582834,0.197018395503625,-2.55629058459422,-2.56662705201093,-2.62447986793173
"62",0.136630669853171,0.14789439621138,0.206805970099612,-2.55398480221903,-2.56524852857724,-2.62416010246547
"63",0.144241689808138,0.156584183897243,0.216467586552071,-2.55148848211175,-2.56383097620086,-2.62371437885569
"64",0.15190818256947,0.165301754880359,0.225995983543379,-2.54904763481085,-2.56244120712173,-2.62313543578475
"65",0.159993703721193,0.174079685060966,0.235391710883759,-2.54702581590033,-2.5611117972401,-2.62242382306289
"66",0.168891195108723,0.182941991254373,0.24465727116539,-2.54581596722561,-2.55986676337126,-2.62158204328228
"67",0.178993598577477,0.191912690275892,0.253795166980455,-2.54581103063213,-2.55873012233054,-2.6206125990351
"68",0.190693855972873,0.201015798940833,0.262807900921135,-2.54740394796528,-2.55772589093324,-2.61951799291354
"69",0.204174168560665,0.210259220011104,0.271697733551933,-2.55077692049083,-2.55686197194127,-2.6183004854821
"70",0.218773775287953,0.219586400035005,0.280465957326631,-2.55526918715588,-2.55608181190293,-2.61696136919455
"71",0.233621174522175,0.22892467150743,0.289113622671334,-2.56000924632786,-2.55531274331311,-2.61550169447702
"72",0.247844864630768,0.238201366923277,0.297641780012145,-2.56412559637421,-2.55448209866672,-2.61392251175559
"73",0.260573343981169,0.247343818777442,0.306051479775169,-2.56674673566237,-2.55351721045864,-2.61222487145637
"74",0.271155214143225,0.25629456964158,0.314350122408721,-2.56722126576218,-2.55236062126054,-2.61041617402768
"75",0.27981948949641,0.265057002394387,0.322570508449961,-2.56577820105312,-2.5510157139511,-2.60852922000668
"76",0.287015287622605,0.273649709991314,0.330751788458262,-2.56286665911708,-2.54950108148579,-2.60660315995274
"77",0.293191726103695,0.282091285387818,0.338933112992996,-2.55893575753593,-2.54783531682005,-2.60467714442523
"78",0.298797922521562,0.290400321539351,0.347153632613536,-2.55443461389155,-2.54603701290934,-2.60279032398353
"79",0.304209674190162,0.298589443388635,0.355438411526072,-2.54973902549791,-2.54411879469638,-2.60096776283382
"80",0.309509497351739,0.306647403827462,0.363756168524065,-2.54493150859724,-2.54206941507297,-2.59917817976957
"81",0.31470658798061,0.314556987734893,0.372061536047796,-2.54002125916387,-2.53987165891816,-2.59737620723106
