"","V1","V2","V3","V4","V5","V6"
"1",-0.278711342284691,-0.220837033679004,-0.258209258396748,-2.71431138855743,-2.77218569716312,-2.73481347244537
"2",-0.272450044682951,-0.21663618072432,-0.2538802791534,-2.71060218527501,-2.76641604923364,-2.72917195080456
"3",-0.266378601308196,-0.212431733040013,-0.249554120404707,-2.7067031277656,-2.76064999603378,-2.72352760866909
"4",-0.26054456063469,-0.208226822697216,-0.245232312659373,-2.70256666755494,-2.75488440549241,-2.71787891553026
"5",-0.254995471136699,-0.20402458176706,-0.240916386426104,-2.69814525616877,-2.74911614553841,-2.71222434087936
"6",-0.249759535767287,-0.199827852866449,-0.236608649380916,-2.69341069065402,-2.74334237355486,-2.70656157704039
"7",-0.244787575394705,-0.195638320795379,-0.23231451786907,-2.68841215014244,-2.73756140474176,-2.70088520766807
"8",-0.240011065366003,-0.191457380899618,-0.22804018540314,-2.68321815928698,-2.73177184375336,-2.69518903924984
"9",-0.235361481028231,-0.187286428524934,-0.223791845495698,-2.67789724274058,-2.72597229524388,-2.68946687827312
"10",-0.230770297728438,-0.183126859017096,-0.219575691659317,-2.67251792515621,-2.72016136386755,-2.68371253122533
"11",-0.226185159145005,-0.178979671254335,-0.215395486520782,-2.66713256285548,-2.71433805074615,-2.67792223547971
"12",-0.221618382281632,-0.174844278244744,-0.211245269163728,-2.66172883883469,-2.70850294287158,-2.6721019519526
"13",-0.21709845247335,-0.170719696528878,-0.207116647786,-2.65627826775881,-2.70265702370328,-2.66626007244616
"14",-0.212653855055188,-0.166604942647291,-0.203001230585447,-2.65075236429281,-2.69680127670071,-2.66040498876255
"15",-0.208313075362179,-0.162499033140539,-0.198890625759915,-2.64512264310165,-2.69093668532329,-2.65454509270392
"16",-0.204096788426198,-0.158400736362855,-0.194778129125646,-2.63936842915347,-2.68506448121681,-2.64868708845402
"17",-0.199994428066511,-0.154307827923174,-0.190663786972465,-2.63350028862899,-2.67918688877233,-2.64283092972304
"18",-0.19598761779923,-0.150217835244109,-0.186549333208597,-2.62753659801211,-2.67330638056723,-2.63697488260274
"19",-0.192057981140466,-0.146128285748273,-0.182436501742261,-2.62149573378671,-2.6674254291789,-2.63111721318492
"20",-0.18818714160633,-0.142036706858278,-0.17832702648168,-2.61539607243668,-2.66154650718473,-2.62525618756133
"21",-0.184359954120021,-0.137942223967454,-0.174222358017969,-2.60925275903883,-2.65567048919139,-2.61939035514088
"22",-0.180574199233077,-0.133850354351998,-0.170122813673817,-2.60306801304161,-2.64979185792269,-2.61351939860087
"23",-0.176830888904125,-0.12976821325882,-0.166028427454803,-2.5968408224864,-2.6439034981317,-2.60764328393572
"24",-0.17313103509179,-0.125702915934834,-0.161939233366508,-2.59057017541457,-2.63799829457152,-2.60176197713985
"25",-0.169475649754696,-0.121661577626952,-0.157855265414515,-2.5842550598675,-2.63206913199524,-2.59587544420768
"26",-0.165848200613611,-0.11764909316374,-0.153776560834542,-2.57791200812442,-2.62611111557429,-2.58998364790349
"27",-0.162161978437854,-0.113661475700368,-0.149703169782868,-2.57162772941601,-2.6201282321535,-2.584086538071
"28",-0.158312729758886,-0.10969251797366,-0.145635145645908,-2.56550647721082,-2.61412668899604,-2.5781840613238
"29",-0.154196201108169,-0.105736012720441,-0.141572541810081,-2.55965250497737,-2.6081126933651,-2.57227616427546
"30",-0.149708139017163,-0.101785752677533,-0.137515411661803,-2.55417006618421,-2.60209245252384,-2.56636279353957
