"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",0.90133,0.986741232252878,0.815817130444307,0.90082,0.985482629356616,0.81605319980055,0.89339,0.983003025681577,0.803671542674404,0.00124896773703858,0.000565884152523027,0.0022672242393187,0.00132824573580866,0.000593859483745532,0.00230760189046892,0.00135941839304422,0.00062432691541505,0.00238119922125895
"2",0.90089,0.935998046233194,0.86545686943451,0.90112,0.934044327662427,0.867883412488327,0.88697,0.922957324846956,0.850661362674562,0.00141546055099695,0.00123946439353054,0.00202200036373475,0.00139485644056868,0.00125115255772658,0.00200609081555589,0.0013675100268259,0.00135847186808711,0.00190408174970634
"3",0.90092,0.922985675832616,0.878971467547099,0.90101,0.914756850270236,0.88730627677565,0.89337,0.913219430433886,0.873599516653129,0.00131989177045479,0.00139640563459123,0.00178418240419168,0.00137718212747802,0.00144090607247954,0.00175530252446252,0.00142161233557291,0.00146987131747024,0.00178966798312942
"4",0.90124,0.913594782871511,0.888895505206223,0.89927,0.871273244744594,0.927408441029534,0.92402,0.919064231649767,0.92903904798706,0.00121051852610392,0.00150501979433777,0.00157993483866535,0.00139380627002728,0.00192127031749488,0.0012907411654821,0.00111483136823102,0.00150739722627696,0.00128860683899072
"5",0.90173,0.907008041467865,0.896381602844634,0.90016,0.812937718369293,0.987687150648087,0.96709,0.963751095699668,0.970413480858695,0.000942663400007812,0.00133613238870023,0.0014915348772286,0.000991127990663951,0.00185408618857135,0.000593739653913069,0.000762339310602436,0.000889317157421286,0.000923385327561751
"6",0.89936,0.90163318970733,0.897109451877112,0.90215,0.803809662924399,1,0.96646,0.978232742060261,0.954726938557733,0.0010224061256244,0.00146727150511825,0.00132404302761742,0.00131290688542483,0.00251612823282122,0,0.000535255041250127,0.000638711674548603,0.000868593574847663
"7",0.89896,0.897622199413118,0.900300782897646,0.89894,0.798018778081915,1,0.93703,0.958779864839807,0.915258176960967,0.00113639602180197,0.0012804905363487,0.00162404705159587,0.00119562467662178,0.00235245650884779,0,0.000658292472683561,0.000864261341993543,0.00115129185157017
"8",0.89912,0.898531217170765,0.89970370036319,0.89757,0.795312862923461,0.999980353634578,0.9111,0.918394348417919,0.903758229398462,0.00106066594406437,0.00120808669152633,0.00142650529697053,0.00130571819317952,0.00247275471587858,1.96463654223966e-05,0.00086342932778638,0.00121578542776577,0.00128305168348796
"9",0.89907,0.89771251878253,0.900358350808882,0.89987,0.800481976925686,0.999959717638282,0.90249,0.90438096164938,0.900604385361817,0.00129780112309322,0.00172931378367873,0.00143614224417749,0.00131326124668355,0.0025378548184527,2.81993104851476e-05,0.000916681014111592,0.00143558492604519,0.00127616330364165
"10",0.90102,0.900058608608475,0.901988564407718,0.90191,0.804306135085417,0.999880658040762,0.90058,0.900778556236677,0.900338359165125,0.00107598649562878,0.00143785218654291,0.00128960041789499,0.00122196646468564,0.0023990530548554,4.61850703258596e-05,0.000978895670995579,0.00137314333800722,0.00140961757240359
"11",0.90013,0.900880300472092,0.899381768321016,0.90124,0.801733838674958,0.99962299089761,0.90047,0.89944830422082,0.90145462875966,0.000862697478132118,0.00124706963480693,0.00128173888592623,0.00140460176649788,0.00281385784187844,8.42596137246795e-05,0.000912879498943775,0.00111020840697873,0.00131352655696541
