"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",0.89807,0.900320390167458,0.895855118308431,0.89844,0.901550103938876,0.895372107559185,0.90926,0.917797589966396,0.90076573049486,0.00136755479687249,0.00179681963949528,0.00181872354512933,0.00149404532346627,0.00194453592851194,0.00200320445272561,0.00138565831993022,0.00165452291412824,0.00193743386213649
"2",0.89957,0.923953834978279,0.875259206297554,0.89844,0.886671599409854,0.910185002534431,0.90493,0.906612755285583,0.903271269035293,0.00130735829606337,0.001637871325575,0.00161071133242138,0.00155810193269024,0.00230361857745493,0.00137191033043772,0.00139108018519159,0.00201104572704088,0.0013475155296489
"3",0.90058,0.919796271941163,0.88129140890324,0.89982,0.878621501805762,0.921138926065295,0.91551,0.913914967893846,0.917155856200551,0.00145590703897002,0.00137497610626629,0.00208150125375556,0.00126706796364276,0.00179146936462273,0.00144114560687996,0.00114504166219543,0.00160062575929054,0.00137272963511155
"4",0.9001,0.914204121123182,0.885951685015944,0.89808,0.867578564762042,0.928551701999799,0.92524,0.917572520928996,0.932882850294048,0.00124679180135192,0.00143699754324459,0.00163859223106808,0.00127073496329438,0.00176860147898721,0.00128784042789207,0.00105436314078834,0.00150463018471111,0.00114103420886903
"5",0.8996,0.911626378656321,0.887421815919847,0.89949,0.869088846721383,0.930088712568092,0.92724,0.919842574855025,0.934641623259706,0.00136172159940486,0.00148966224314394,0.00198163180721575,0.00136085882246979,0.00199580392506282,0.00145806566897581,0.00111622907458047,0.00164197519415023,0.00126408801010319
"6",0.8988,0.910683889097655,0.886860562443404,0.8985,0.869100803326904,0.928129679064299,0.93229,0.925108980695682,0.939517367118936,0.00120517591230153,0.00146317612725603,0.00161904399068866,0.00114944529656522,0.00168592490846278,0.00148878573345356,0.00103046353746303,0.00142141739070839,0.00133594130876232
"7",0.90163,0.911977704260831,0.891338964478705,0.90136,0.870247835145727,0.932476984813736,0.937,0.929094987413716,0.944934195758432,0.00114542657591673,0.00147386314968534,0.00140579255059118,0.00128007015113889,0.00191838605928795,0.00104269629618236,0.000861299445427591,0.00140783587858141,0.000812145138567366
"8",0.90181,0.910722219486336,0.892930675622507,0.90044,0.867456485887151,0.933234609233331,0.94062,0.932025223885856,0.949179856002942,0.00114543370272877,0.00141436954376594,0.00152439811641111,0.00131929480235094,0.00185713434631174,0.00131037775592598,0.000808949936646267,0.00127683397483068,0.000988381208108038
"9",0.899,0.90855653385565,0.889450328978253,0.89912,0.866931179546963,0.931153755014187,0.94015,0.931895169188001,0.948351754506868,0.00110693546444631,0.00135983034949027,0.00149512297124262,0.00112182067758312,0.00151020367550177,0.00126177962687151,0.000924744862772696,0.00132963594849712,0.00101580076101237
"10",0.89852,0.907233060403378,0.889766121088794,0.89922,0.86703382999151,0.931517909462664,0.94207,0.934101937171189,0.95005058860197,0.00117229584620113,0.00159023382525056,0.00146583932984749,0.00132535401508658,0.00193983566689237,0.00113395115375594,0.000902152754159041,0.00127138854427156,0.00104696293162938
"11",0.90072,0.90686521166984,0.894503203580739,0.90007,0.868053453346255,0.932020419696601,0.9436,0.935094642536217,0.952044656852848,0.00152838183069813,0.00173660487883635,0.00178657792059811,0.00151906321831071,0.00197425407760382,0.00148819000290461,0.00102140359609826,0.00139751373212406,0.00120279308927346
