"","V1","V2","V3","V4","V5","V6"
"117",0.294299539203931,0.35094694262001,0.333843823418739,-2.13868302374617,-2.19533042716225,-2.17822730796098
"118",0.297750549859279,0.353893096313416,0.336857597585303,-2.13211276139825,-2.18825530785238,-2.17121980912427
"119",0.301246763438836,0.356850626877598,0.339842577528689,-2.12558770197453,-2.1811915654133,-2.16418351606438
"120",0.304754191417002,0.359814261391043,0.342809017642765,-2.11907385694943,-2.17413392692347,-2.15712868317519
"121",0.308238845268175,0.362778726932236,0.3457671723214,-2.11253723779733,-2.16707711946139,-2.15006556485055
"122",0.311685138801363,0.365737873916024,0.348726013649381,-2.10596225832725,-2.16001499344191,-2.14300313317526
"123",0.315151095164018,0.368682046102692,0.351689384475181,-2.09940694168663,-2.1529378926253,-2.13594523099779
"124",0.318713139838201,0.371600710588888,0.354659845338192,-2.09294771335754,-2.14583528410823,-2.12889441885753
"125",0.322447698305973,0.374483334471258,0.357639956777807,-2.08666099882204,-2.13869663498733,-2.12185325729388
"126",0.326431196049396,0.377319384846448,0.360632279333419,-2.08062322356219,-2.13151141235925,-2.11482430684622
"127",0.330698134107244,0.380103037417838,0.363638893111118,-2.07486888861677,-2.12427379192736,-2.10780964762064
"128",0.33511531574514,0.382847302315733,0.366659956483785,-2.06926479725139,-2.11699678382199,-2.10080943799004
"129",0.339507619785422,0.385569898277174,0.369695147390998,-2.0636358282884,-2.10969810678016,-2.09382335589398
"130",0.343699925050424,0.388288544039198,0.372744143772333,-2.05780686055014,-2.10239547953891,-2.08685107927204
"131",0.347517110362483,0.391020958338845,0.375806623567371,-2.05160277285892,-2.09510662083529,-2.07989228606381
"132",0.35084395684844,0.393782874858368,0.378880758333306,-2.04490834634161,-2.08784726435154,-2.07294514782647
"133",0.353804854853156,0.39658208706088,0.381958694097812,-2.03784797134305,-2.08062520355078,-2.06600181058771
"134",0.356584097025997,0.399424403354708,0.385031070506179,-2.03060594051262,-2.07344624684133,-2.0590529139928
