"","x"
"1",0.896743189518748
"2",0.89473322806849
"3",0.88779385663275
"4",0.896842357299058
"5",0.900225940029686
"6",0.90198660481007
"7",0.8968745045841
"8",0.89244180087155
"9",0.890623167877508
"10",0.916511612121876
"11",0.91525443117844
"12",0.919841016406914
"13",0.896611018211567
"14",0.895159990404725
"15",0.896663486532028
"16",0.897945926411554
"17",0.899733030451509
"18",0.895736808767212
"19",0.890882853975234
"20",0.890600163311083
"21",0.894485630642432
